ID,Date/Time,Name,Category,Amount,Currency,Money out,Money In,Description
a5ffc2a7-d0b5-42d2-93e9-ee66bc4ef64a,2010-03-07,John Doe,Entertainment,80.77,USD,80.77,0.0,Concert tickets
19b26c62-8d73-4222-9c65-5be3c08b4e82,2010-03-25,John Doe,Dining,65.19,USD,65.19,0.0,Restaurant meal
bfdcb52e-784f-4474-98b4-3346500d916d,2010-03-06,John Doe,Entertainment,101.21,USD,101.21,0.0,Movie tickets
bd888701-551d-45e8-be19-0573e4ade30b,2010-03-23,John Doe,Travel,58.66,USD,58.66,0.0,Hotel booking
b2228031-d189-42af-bee0-d10093920886,2010-04-01,John Doe,Income,2247.22,USD,0.0,2247.22,
8b9502b9-13ab-4959-80f8-53f3c34db2cd,2010-04-01,John Doe,Rent,722.25,USD,722.25,0.0,
fa745a2f-203a-40b3-a094-e03a10a8eb83,2010-04-02,John Doe,Utilities,107.06,USD,107.06,0.0,
22aae15f-0c04-4cb4-ba01-4a7ec8da6045,2010-04-28,John Doe,Entertainment,133.7,USD,133.7,0.0,Streaming subscription
1418f519-632d-478f-b35e-29d2cf5dee8d,2010-04-24,John Doe,Groceries,66.77,USD,66.77,0.0,Weekly groceries
a34dfb42-a190-4082-b9d8-5af8ea2bb23e,2010-04-26,John Doe,Entertainment,173.29,USD,173.29,0.0,Streaming subscription
fdeeb824-22e3-4b68-b400-1693e965dc02,2010-04-25,John Doe,Groceries,66.9,USD,66.9,0.0,Supermarket shopping
96124ec4-33e8-4aa3-94a3-c9090a4c0445,2010-04-05,John Doe,Travel,160.28,USD,160.28,0.0,Hotel booking
5fe7bb65-5657-4308-8900-aeb36125f757,2010-04-13,John Doe,Entertainment,179.61,USD,179.61,0.0,Streaming subscription
bf33a361-82b8-4973-a2d3-20718cc4daef,2010-04-17,John Doe,Dining,120.35,USD,120.35,0.0,Cafe purchase
381f0885-7c30-43e3-9a8b-e3b9e3f669e4,2010-04-28,John Doe,Groceries,194.54,USD,194.54,0.0,Supermarket shopping
b54f2a72-13a1-4963-86e3-dc9d0a43737a,2010-04-04,John Doe,Entertainment,118.18,USD,118.18,0.0,Streaming subscription
3076551f-a27b-4a6e-9c00-4e11508eecd1,2010-05-01,John Doe,Income,1626.46,USD,0.0,1626.46,
65b8b63c-6005-44f4-bd25-c73f4f052f1c,2010-05-01,John Doe,Rent,582.81,USD,582.81,0.0,
174d7b34-7635-4e37-93f1-34122a1435b7,2010-05-02,John Doe,Utilities,208.39,USD,208.39,0.0,
e870e42f-cf4f-42ed-8642-98f484c7ee25,2010-05-26,John Doe,Dining,114.66,USD,114.66,0.0,Takeaway order
c60e1062-16a9-4091-8615-dafe8da8535c,2010-05-04,John Doe,Groceries,123.12,USD,123.12,0.0,Grocery store purchase
1c8c80e4-ff88-4668-ba75-de6df9f63e1c,2010-05-12,John Doe,Dining,125.07,USD,125.07,0.0,Restaurant meal
11c6d671-a7e5-4e23-b879-4fb3d4d46594,2010-05-20,John Doe,Dining,68.37,USD,68.37,0.0,Restaurant meal
510ccad9-371c-4476-98de-805422902e67,2010-05-12,John Doe,Dining,73.11,USD,73.11,0.0,Restaurant meal
7c9bbf68-7499-48f8-848f-b40cad5e5cec,2010-05-05,John Doe,Entertainment,183.07,USD,183.07,0.0,Concert tickets
eb80fda9-2dfd-4de1-8fd0-b5768ecbc8ca,2010-06-01,John Doe,Income,1929.39,USD,0.0,1929.39,
38457a9a-04e9-41bd-a0bd-7586e32916cb,2010-06-01,John Doe,Rent,692.01,USD,692.01,0.0,
a58ab1b2-29ec-4968-9e1b-061b483cd37d,2010-06-02,John Doe,Utilities,194.48,USD,194.48,0.0,
21efbeae-9de5-4072-b313-6760fa02cd87,2010-06-16,John Doe,Groceries,53.39,USD,53.39,0.0,Grocery store purchase
f935d669-e42e-435d-b8ba-efdfeeac0393,2010-06-10,John Doe,Entertainment,120.96,USD,120.96,0.0,Streaming subscription
93552dfc-5682-4d1e-97af-0317add15e8e,2010-06-10,John Doe,Entertainment,105.52,USD,105.52,0.0,Concert tickets
a63ac31c-81de-40aa-88e7-9c5f3aa7dcaa,2010-06-13,John Doe,Entertainment,160.8,USD,160.8,0.0,Concert tickets
872fdd7e-c99a-401a-95f2-375d1b2d4c8f,2010-06-07,John Doe,Travel,82.8,USD,82.8,0.0,Hotel booking
25881cf0-8b88-4d50-9d9e-227276d2c4b7,2010-06-20,John Doe,Shopping,122.42,USD,122.42,0.0,Electronics store
2e1a7fb0-6d48-4481-9311-c1ddc4dc98f7,2010-06-03,John Doe,Groceries,54.3,USD,54.3,0.0,Weekly groceries
88290352-7de7-4d74-8cc0-e1708ed8fb13,2010-06-04,John Doe,Groceries,167.31,USD,167.31,0.0,Weekly groceries
43eb9d19-e217-4f0e-9cd4-aad83c9556da,2010-07-01,John Doe,Income,1387.66,USD,0.0,1387.66,
e48a95fd-21cf-4ac1-b7ab-a7357a7d7006,2010-07-01,John Doe,Rent,478.82,USD,478.82,0.0,
7dc47b67-4305-4f57-aa96-af36c36d75f5,2010-07-02,John Doe,Utilities,180.88,USD,180.88,0.0,
caf8d88a-06b0-4402-ac4d-f2a48dae7d64,2010-07-17,John Doe,Entertainment,101.02,USD,101.02,0.0,Streaming subscription
f0a55503-6da4-42cf-9767-7a0075dc87d2,2010-07-10,John Doe,Travel,134.22,USD,134.22,0.0,Hotel booking
e0c11d26-9894-47b1-a7b2-d8adbb4f3f87,2010-07-24,John Doe,Travel,119.07,USD,119.07,0.0,Hotel booking
b3d97599-f523-4949-82f9-7cf242e512d9,2010-07-05,John Doe,Groceries,194.14,USD,194.14,0.0,Grocery store purchase
ba2da508-b708-4c5f-8ab6-6a25cedf16f1,2010-07-24,John Doe,Dining,53.36,USD,53.36,0.0,Restaurant meal
a2b9875f-9c9f-48c5-9dbd-2763b92b05a2,2010-08-01,John Doe,Income,1824.39,USD,0.0,1824.39,
c2f889aa-6701-456a-b1bb-dd86614bc6cb,2010-08-01,John Doe,Rent,370.37,USD,370.37,0.0,
54969b9d-65c7-49d9-92eb-51ebd3fa46bb,2010-08-02,John Doe,Utilities,138.98,USD,138.98,0.0,
2d4d06d6-5929-4ae6-af0a-95b075500fe6,2010-08-06,John Doe,Groceries,143.94,USD,143.94,0.0,Supermarket shopping
24038e0b-237a-47b2-b286-06f5a1596ed2,2010-08-10,John Doe,Dining,125.4,USD,125.4,0.0,Cafe purchase
4b739591-7a0c-43a9-8618-9ad670f68dd4,2010-08-07,John Doe,Shopping,177.63,USD,177.63,0.0,Electronics store
cf62c131-577e-4486-a2a7-3448b820bf26,2010-08-15,John Doe,Dining,51.62,USD,51.62,0.0,Restaurant meal
728ea22e-bbae-49e4-8c50-f1b95bf244c5,2010-08-08,John Doe,Travel,127.17,USD,127.17,0.0,Taxi ride
d7f2b2dc-cadd-4ed4-9f94-fddb3e7ba6c1,2010-08-12,John Doe,Entertainment,189.83,USD,189.83,0.0,Streaming subscription
c04ef548-4ab5-4a55-8b90-66d7427d8d7a,2010-08-12,John Doe,Groceries,129.67,USD,129.67,0.0,Supermarket shopping
9bc57b56-2646-4ed8-8245-548211a23e5f,2010-08-23,John Doe,Travel,146.87,USD,146.87,0.0,Flight ticket
6002833e-0465-4f94-b282-b105450f021a,2010-08-18,John Doe,Travel,57.06,USD,57.06,0.0,Flight ticket
7ab63117-23a9-4967-8b32-9339d5254993,2010-09-01,John Doe,Income,1812.11,USD,0.0,1812.11,
20c7387b-fc7e-4057-bb01-8761d8897caa,2010-09-01,John Doe,Rent,639.89,USD,639.89,0.0,
dc7e1c14-f3af-4340-9b57-05c25d281e97,2010-09-02,John Doe,Utilities,225.86,USD,225.86,0.0,
c91b88d8-a234-47eb-afea-b7cb515bc14e,2010-09-04,John Doe,Shopping,69.18,USD,69.18,0.0,Electronics store
93cfa026-e842-4c31-83bd-6e5aee5c6f06,2010-09-06,John Doe,Entertainment,127.69,USD,127.69,0.0,Concert tickets
4e492029-15bd-496b-96ad-5e29150c1e79,2010-09-03,John Doe,Groceries,86.27,USD,86.27,0.0,Weekly groceries
f958f66d-1ca3-406c-b426-33d392e83cee,2010-09-03,John Doe,Travel,59.13,USD,59.13,0.0,Hotel booking
55fd7a44-896b-424a-b9d5-c68f4b58603c,2010-09-25,John Doe,Groceries,73.86,USD,73.86,0.0,Weekly groceries
d314bbb6-3401-42de-8dd7-289748355c7d,2010-09-04,John Doe,Dining,117.5,USD,117.5,0.0,Restaurant meal
dc777914-cbad-435b-86f5-63434248b15f,2010-09-05,John Doe,Shopping,128.84,USD,128.84,0.0,Online purchase
232bc6cd-7207-43d9-90f4-6f32b8d4bd77,2010-09-12,John Doe,Travel,119.15,USD,119.15,0.0,Flight ticket
cc8cb04c-623e-458d-8062-2ea25ae17baf,2010-10-01,John Doe,Income,1504.29,USD,0.0,1504.29,
0cf01d5a-2534-4ed4-ad20-e5198046db56,2010-10-01,John Doe,Rent,390.34,USD,390.34,0.0,
82f8f2eb-9092-4d51-b193-d2c1f2fb434a,2010-10-02,John Doe,Utilities,223.67,USD,223.67,0.0,
7b4b4756-781d-40de-b32a-6b197201aeb1,2010-10-16,John Doe,Travel,62.69,USD,62.69,0.0,Flight ticket
33719c11-2a31-4e25-ae80-70ae79385b46,2010-10-23,John Doe,Dining,151.76,USD,151.76,0.0,Cafe purchase
740df0a1-253d-4f9d-ab84-54e34afef339,2010-10-27,John Doe,Travel,83.0,USD,83.0,0.0,Hotel booking
6cb8cba8-f0cd-4ac4-8dca-6a46b75c939c,2010-10-13,John Doe,Shopping,179.93,USD,179.93,0.0,Online purchase
87260dae-100b-4b59-bcf4-42e575f8a53f,2010-10-20,John Doe,Shopping,84.66,USD,84.66,0.0,Clothing store
7dd2ffbc-faf8-4604-888a-f6569a7d0ae4,2010-10-20,John Doe,Shopping,90.83,USD,90.83,0.0,Electronics store
dd50c9e3-652d-464d-bb20-bb4786f74909,2010-10-08,John Doe,Travel,100.66,USD,100.66,0.0,Flight ticket
a42dc0e5-8783-473e-b8ed-3d12c5d78062,2010-11-01,John Doe,Income,2089.79,USD,0.0,2089.79,
db2dcade-a330-43c7-94ee-dfa0619aaeba,2010-11-01,John Doe,Rent,757.76,USD,757.76,0.0,
b4122da0-b2ad-4bf9-9492-90803d0aa4b3,2010-11-02,John Doe,Utilities,157.09,USD,157.09,0.0,
ddfe6976-9020-47c1-bbc8-8737ad928136,2010-11-28,John Doe,Shopping,114.64,USD,114.64,0.0,Electronics store
7f291123-abd0-4509-915a-3856abfb4620,2010-11-24,John Doe,Dining,52.26,USD,52.26,0.0,Restaurant meal
d81073c6-795f-4dd6-bc7a-ff485bb53d77,2010-11-08,John Doe,Travel,197.96,USD,197.96,0.0,Taxi ride
8d1bd1b0-6980-4ab1-97b9-4276c81cd698,2010-11-12,John Doe,Groceries,191.27,USD,191.27,0.0,Supermarket shopping
a0930584-6a70-45b3-b27f-05ea8ccf7525,2010-11-21,John Doe,Dining,64.34,USD,64.34,0.0,Takeaway order
c5638d16-1b2e-48d4-8b9d-60919531f92c,2010-11-09,John Doe,Dining,195.41,USD,195.41,0.0,Cafe purchase
68170c7b-80d0-44da-b8df-616f3da3359e,2010-11-28,John Doe,Entertainment,169.08,USD,169.08,0.0,Streaming subscription
a1fc1a96-278b-499f-9750-48d326b12bad,2010-12-01,John Doe,Income,2027.96,USD,0.0,2027.96,
ce4f870d-3064-4048-8455-f2aa20f97e27,2010-12-01,John Doe,Rent,600.22,USD,600.22,0.0,
a87b7a37-8370-4881-9e11-921de76b1af8,2010-12-02,John Doe,Utilities,161.85,USD,161.85,0.0,
491861af-260b-4147-82bd-6d89bd880537,2010-12-18,John Doe,Travel,158.69,USD,158.69,0.0,Hotel booking
d053e3a2-7abc-4a78-82a7-2ba44a4bd47e,2010-12-15,John Doe,Travel,102.4,USD,102.4,0.0,Taxi ride
613acc77-1a8e-4e78-8661-725ca4e5b28b,2010-12-13,John Doe,Shopping,177.48,USD,177.48,0.0,Online purchase
d994652f-02b5-46c7-9d88-c3967200e1f5,2010-12-18,John Doe,Shopping,96.56,USD,96.56,0.0,Clothing store
3cb91ec8-b90a-4fe4-87cf-1d9bf9c36501,2010-12-04,John Doe,Entertainment,111.22,USD,111.22,0.0,Movie tickets
57d5e20d-2016-4eed-b625-284a82f67eb1,2010-12-14,John Doe,Shopping,81.54,USD,81.54,0.0,Online purchase
20daf148-ca3e-4bae-84bc-ae83e0413e8e,2010-12-14,John Doe,Entertainment,82.84,USD,82.84,0.0,Streaming subscription
e4aff857-ed4b-44d0-b2b3-8c57eb38ec7a,2010-12-12,John Doe,Entertainment,70.27,USD,70.27,0.0,Concert tickets
400d19cb-3809-424c-9731-ec7fceb00a54,2010-12-09,John Doe,Entertainment,88.67,USD,88.67,0.0,Movie tickets
168fbcc3-b686-4c5c-8dc6-8e39442c3b50,2010-12-10,John Doe,Shopping,111.86,USD,111.86,0.0,Online purchase
2bffaf1f-41c1-4116-83e7-b44c4e7529cf,2011-01-01,John Doe,Income,1859.35,USD,0.0,1859.35,
09283daf-e894-4631-a2ee-b9351bb22b2e,2011-01-01,John Doe,Rent,635.74,USD,635.74,0.0,
88656990-0783-45f5-a5c5-3d16f10766b7,2011-01-02,John Doe,Utilities,294.28,USD,294.28,0.0,
83abfe45-5223-4fc4-97d4-bcc7d9af63be,2011-01-18,John Doe,Travel,137.4,USD,137.4,0.0,Flight ticket
6bd98463-b541-437f-83d6-40a182e19652,2011-01-28,John Doe,Dining,53.13,USD,53.13,0.0,Takeaway order
28033edb-3e64-408a-974b-a78377252c40,2011-01-16,John Doe,Shopping,151.9,USD,151.9,0.0,Electronics store
25497106-3970-4d70-9271-720c2429c08d,2011-01-24,John Doe,Dining,166.27,USD,166.27,0.0,Cafe purchase
c563bb6f-64fb-48f8-a0a3-f967d93d7353,2011-01-23,John Doe,Entertainment,150.07,USD,150.07,0.0,Movie tickets
9c5a209c-0f0a-4e8f-9f5f-d436810e69be,2011-01-18,John Doe,Shopping,101.53,USD,101.53,0.0,Electronics store
76306504-bed8-4c16-8d9b-475e7d49ec58,2011-02-01,John Doe,Income,2029.21,USD,0.0,2029.21,
95be0aa2-2673-4571-af3b-c51f6200ced1,2011-02-01,John Doe,Rent,515.18,USD,515.18,0.0,
ad67cc9e-a731-4c43-b59f-07aa742f7352,2011-02-02,John Doe,Utilities,194.34,USD,194.34,0.0,
e165ac5f-02fd-426a-a269-471c495a2abc,2011-02-26,John Doe,Shopping,136.74,USD,136.74,0.0,Online purchase
3f8fc973-7cb5-4eec-a84a-f429a7e1a058,2011-02-25,John Doe,Groceries,107.26,USD,107.26,0.0,Grocery store purchase
33b8fc36-84fa-4068-9921-e787fa73b478,2011-02-17,John Doe,Shopping,150.62,USD,150.62,0.0,Clothing store
697c8f9e-cee5-4df7-afaf-3adb01a384a2,2011-02-04,John Doe,Travel,151.95,USD,151.95,0.0,Taxi ride
f2729b1e-df08-461b-ad12-5b2cd034bb13,2011-02-03,John Doe,Groceries,52.57,USD,52.57,0.0,Grocery store purchase
deaff05c-4404-442a-8f3f-9c729b17149c,2011-02-20,John Doe,Groceries,144.19,USD,144.19,0.0,Supermarket shopping
9a030e20-27ee-4477-958c-abd1658ed79e,2011-02-11,John Doe,Entertainment,105.54,USD,105.54,0.0,Concert tickets
4e4d9424-958c-495a-b7ae-f0c3cfc03a70,2011-02-22,John Doe,Entertainment,136.96,USD,136.96,0.0,Streaming subscription
53212749-d44a-4fca-933a-caae4bfa0cb6,2011-02-14,John Doe,Groceries,149.39,USD,149.39,0.0,Grocery store purchase
033b2889-c5d3-4248-90f8-49a7c17d5795,2011-03-01,John Doe,Income,1557.52,USD,0.0,1557.52,
a4dd01a6-2ce4-4a8a-bc0d-70bac6ebc131,2011-03-01,John Doe,Rent,500.35,USD,500.35,0.0,
6ca5479e-e55c-4317-8551-0569e2b859a7,2011-03-02,John Doe,Utilities,185.06,USD,185.06,0.0,
02d49d1e-3e62-4184-ab4c-ad7abc5ba78f,2011-03-16,John Doe,Entertainment,93.08,USD,93.08,0.0,Streaming subscription
ff7c8c65-2584-4fb2-9d89-7b9b5c8eedaa,2011-03-13,John Doe,Groceries,181.18,USD,181.18,0.0,Supermarket shopping
744d8b87-347e-46ae-a121-08e4f0d5b64d,2011-03-21,John Doe,Dining,149.23,USD,149.23,0.0,Takeaway order
7b34151f-0829-4a38-a3d2-c9861d4bcf94,2011-03-03,John Doe,Travel,114.18,USD,114.18,0.0,Hotel booking
966d5801-4cf5-4959-a2da-c46107cd6064,2011-03-27,John Doe,Travel,122.56,USD,122.56,0.0,Flight ticket
049b3864-1e38-457e-be1d-65e070c50de4,2011-03-20,John Doe,Shopping,70.29,USD,70.29,0.0,Online purchase
b8bd0b40-8eb1-4f08-b1b9-fd546658102d,2011-04-01,John Doe,Income,1913.74,USD,0.0,1913.74,
a499dc2e-cc21-4a60-87f7-e6752ae6661a,2011-04-01,John Doe,Rent,695.76,USD,695.76,0.0,
267a8669-1829-46f4-b663-58e4df5544cb,2011-04-02,John Doe,Utilities,268.26,USD,268.26,0.0,
49a80ac1-bdf7-4ad9-896c-033608b66ce9,2011-04-17,John Doe,Travel,185.62,USD,185.62,0.0,Taxi ride
c7037cbd-d002-4508-a80d-40bf552fadfd,2011-04-26,John Doe,Shopping,72.1,USD,72.1,0.0,Online purchase
17f5bce7-eacd-4bdb-ab10-32d987dbb073,2011-04-08,John Doe,Travel,71.94,USD,71.94,0.0,Flight ticket
4a47e88f-f6e0-45e7-b90f-f4a331160150,2011-04-04,John Doe,Travel,112.73,USD,112.73,0.0,Hotel booking
2ab08f80-b97d-4ca6-911a-e6902e7781ea,2011-04-24,John Doe,Travel,170.28,USD,170.28,0.0,Hotel booking
ac2c2ef9-7ed1-4356-ade0-3924f971dd1e,2011-04-07,John Doe,Travel,163.07,USD,163.07,0.0,Flight ticket
2c56d508-3982-42da-84e9-0939e5db757b,2011-05-01,John Doe,Income,1607.74,USD,0.0,1607.74,
c211c9a2-a509-4814-ade6-ad8a31a510d1,2011-05-01,John Doe,Rent,640.47,USD,640.47,0.0,
06155d35-eaa8-4715-80dc-3a60abf5938e,2011-05-02,John Doe,Utilities,232.26,USD,232.26,0.0,
9152097d-c936-46a7-acf9-859aed52e738,2011-05-23,John Doe,Shopping,166.33,USD,166.33,0.0,Electronics store
303d7ba7-36a6-4623-85f8-1ce62837a3c6,2011-05-25,John Doe,Groceries,124.29,USD,124.29,0.0,Grocery store purchase
2184b1b1-9470-4ac2-b7b0-402e653ae796,2011-05-09,John Doe,Shopping,70.49,USD,70.49,0.0,Electronics store
1a8faf8b-afc5-40f8-b824-6eb07bce0fe4,2011-05-03,John Doe,Travel,145.66,USD,145.66,0.0,Flight ticket
ebdbef49-68ba-4fe7-a59c-d83a091662d9,2011-05-15,John Doe,Travel,82.08,USD,82.08,0.0,Flight ticket
5fd5a100-0f61-40ff-a868-da111e9b0515,2011-06-01,John Doe,Income,2068.62,USD,0.0,2068.62,
279b1956-9407-43fb-8d64-23706acb7c36,2011-06-01,John Doe,Rent,667.36,USD,667.36,0.0,
a447b0cf-a35b-4bab-bfab-c304c5bd293c,2011-06-02,John Doe,Utilities,180.69,USD,180.69,0.0,
e6b45809-bf43-47fb-a2a0-68514a254f58,2011-06-11,John Doe,Groceries,165.69,USD,165.69,0.0,Supermarket shopping
41b92cef-655c-4af9-bbc8-5d7811e636eb,2011-06-23,John Doe,Groceries,124.27,USD,124.27,0.0,Weekly groceries
50da6c6d-9c60-42fd-8c03-50f3381eca7f,2011-06-07,John Doe,Travel,130.6,USD,130.6,0.0,Taxi ride
7b7a3134-bfdb-4c1d-ae30-107eb048a6ee,2011-06-04,John Doe,Groceries,148.3,USD,148.3,0.0,Weekly groceries
69bffbd8-e0e4-419e-a910-e472fd4228a2,2011-06-13,John Doe,Travel,113.6,USD,113.6,0.0,Flight ticket
4b32f532-654b-48ff-bdc8-95371ac43c25,2011-06-14,John Doe,Groceries,180.28,USD,180.28,0.0,Supermarket shopping
0d56b604-0f61-4e1d-84b1-166e4caab365,2011-06-07,John Doe,Groceries,169.77,USD,169.77,0.0,Grocery store purchase
ceb2793d-cee7-43a1-a651-82ab447ca420,2011-07-01,John Doe,Income,2404.17,USD,0.0,2404.17,
2bf46052-99c8-40bb-a8c7-e79fda7b082c,2011-07-01,John Doe,Rent,682.71,USD,682.71,0.0,
64782c26-d7d3-428c-b344-e953b9794f4a,2011-07-02,John Doe,Utilities,227.55,USD,227.55,0.0,
09bda543-c9dd-433a-81f5-fa2a17656f14,2011-07-08,John Doe,Groceries,199.64,USD,199.64,0.0,Weekly groceries
29f4d129-6816-41be-b7e5-24860c04feba,2011-07-11,John Doe,Shopping,147.9,USD,147.9,0.0,Electronics store
cc80ef5e-0c5d-4915-9a59-b5d2dc6ec485,2011-07-15,John Doe,Groceries,131.79,USD,131.79,0.0,Supermarket shopping
91eddb4a-6d14-4fe2-adfa-0781b88b2204,2011-07-26,John Doe,Travel,84.28,USD,84.28,0.0,Taxi ride
2784a946-ae9d-4916-8ff9-e9d342959228,2011-07-22,John Doe,Entertainment,129.76,USD,129.76,0.0,Streaming subscription
b8abd395-c477-4e56-90a1-14963cd2cf12,2011-07-22,John Doe,Shopping,162.11,USD,162.11,0.0,Electronics store
aa5bca2c-edfd-48f0-b824-a287b01e1cf2,2011-07-22,John Doe,Dining,64.27,USD,64.27,0.0,Cafe purchase
855d2848-55b2-4a48-bc8b-fca390c81cb3,2011-07-26,John Doe,Shopping,129.39,USD,129.39,0.0,Online purchase
00e0e4f4-379c-4c27-a430-4fc4fcce820e,2011-07-11,John Doe,Entertainment,63.65,USD,63.65,0.0,Movie tickets
f69ef8cb-52e0-4ae1-8911-247614a3f78c,2011-07-19,John Doe,Dining,162.56,USD,162.56,0.0,Cafe purchase
203c0dc3-f916-40b9-8dec-dd83b981f342,2011-08-01,John Doe,Income,1946.96,USD,0.0,1946.96,
3137537f-5887-4d29-97c7-97eb276c928f,2011-08-01,John Doe,Rent,488.72,USD,488.72,0.0,
dc06e678-567c-4f0b-af10-7fac184e8136,2011-08-02,John Doe,Utilities,263.96,USD,263.96,0.0,
5acca2ba-9f57-4637-8b92-754e116068c2,2011-08-23,John Doe,Shopping,135.56,USD,135.56,0.0,Electronics store
81524c23-0372-4198-bdd5-124acfbe2da5,2011-08-24,John Doe,Entertainment,80.78,USD,80.78,0.0,Movie tickets
5141284b-93c2-4ac0-982b-e3d0c1069341,2011-08-10,John Doe,Entertainment,84.08,USD,84.08,0.0,Streaming subscription
ec991d1e-1cea-483d-9f03-e0ed21ca5c27,2011-08-22,John Doe,Dining,159.48,USD,159.48,0.0,Takeaway order
b88c2870-6626-482b-9df4-49e073043ed9,2011-08-13,John Doe,Shopping,74.03,USD,74.03,0.0,Electronics store
87cbd2d8-07fc-453e-8b7e-161252097c65,2011-08-24,John Doe,Shopping,91.41,USD,91.41,0.0,Clothing store
367ccec2-4b15-4199-bddb-3b14479a0dae,2011-08-09,John Doe,Entertainment,89.48,USD,89.48,0.0,Streaming subscription
50d2dc54-1509-4852-92da-04d0bd70757f,2011-08-19,John Doe,Shopping,138.86,USD,138.86,0.0,Electronics store
6208554b-bc35-4ea7-bddb-9c125e42e0f1,2011-08-25,John Doe,Dining,96.17,USD,96.17,0.0,Cafe purchase
afb79dac-c3b9-4c98-833e-62d614724a38,2011-08-22,John Doe,Groceries,67.43,USD,67.43,0.0,Weekly groceries
e60001b9-e613-4055-ba68-5fd418cad8e7,2011-09-01,John Doe,Income,1658.01,USD,0.0,1658.01,
0302a402-52d1-4405-a49b-1a517ff83a5e,2011-09-01,John Doe,Rent,741.87,USD,741.87,0.0,
9549f2fa-8a5b-4757-8eba-f428581bd669,2011-09-02,John Doe,Utilities,181.57,USD,181.57,0.0,
